N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
664.0,신라교역,10480.0,0.0,0.00%,500.0,4326.0,7164.0,145.0
665.0,제이에스코퍼레이션,12530.0,20.0,+0.16%,100.0,9751.0,5338.0,815.0
666.0,인스코비,1482.0,34.0,+2.35%,500.0,767.0,1012.0,-14.0
667.0,KOSEF 단기자금,102650.0,20.0,+0.02%,0.0,,,
668.0,현대약품,5160.0,165.0,+3.30%,500.0,1627.0,1812.0,80.0
669.0,TIGER 헬스케어,26875.0,270.0,-0.99%,0.0,,,
670.0,태경케미컬,14220.0,80.0,+0.57%,500.0,596.0,1674.0,104.0
671.0,무학,5780.0,160.0,+2.85%,200.0,1528.0,6057.0,156.0
672.0,경보제약,6890.0,280.0,+4.24%,500.0,1963.0,2405.0,14.0
673.0,TIGER 23-12 국공채액티브,204240.0,180.0,+0.09%,0.0,,,
674.0,한국주철관,7180.0,70.0,+0.98%,500.0,4843.0,4246.0,140.0
675.0,TIGER 여행레저,3950.0,35.0,-0.88%,0.0,,,
676.0,디씨엠,14290.0,60.0,-0.42%,500.0,2406.0,3070.0,245.0
677.0,ACE 23-12 회사채(AA-이상)액티브,103520.0,35.0,+0.03%,0.0,,,
678.0,현대리바트,7840.0,30.0,-0.38%,1000.0,14957.0,8542.0,-279.0
679.0,KBSTAR iSelect메타버스,7560.0,15.0,+0.20%,0.0,,,
680.0,KODEX 장기종합채권(AA-이상)액티브KAP,89170.0,390.0,+0.44%,0.0,,,
681.0,HANARO 200TR,40565.0,365.0,-0.89%,0.0,,,
682.0,금호에이치티,813.0,11.0,-1.33%,500.0,2778.0,4266.0,93.0
683.0,삼성물산우B,97900.0,100.0,-0.10%,100.0,,,
684.0,동부건설,6960.0,90.0,-1.28%,5000.0,14612.0,15817.0,413.0
685.0,아시아나IDT,14320.0,130.0,+0.92%,500.0,1814.0,2056.0,102.0
686.0,휴비스,4580.0,10.0,+0.22%,5000.0,10217.0,7938.0,-830.0
687.0,KODEX TRF3070,11355.0,15.0,-0.13%,0.0,,,
688.0,아남전자,2045.0,10.0,-0.49%,500.0,4804.0,2708.0,206.0
689.0,KTcs,3680.0,30.0,+0.82%,500.0,10295.0,4161.0,243.0
690.0,HDC현대EP,4890.0,35.0,-0.71%,500.0,10459.0,6033.0,204.0
691.0,삼성 인버스 2X 코스닥150 선물 ETN,10365.0,565.0,+5.77%,0.0,,,
692.0,황금에스티,9100.0,320.0,+3.64%,500.0,3334.0,4819.0,465.0
693.0,KODEX 23-12 국고채액티브,10210.0,5.0,+0.05%,0.0,,,
694.0,동성제약,5870.0,10.0,-0.17%,1000.0,933.0,1077.0,-31.0
695.0,신원,1487.0,32.0,+2.20%,500.0,9954.0,5101.0,334.0
696.0,TIGER 글로벌4차산업혁신기술(합성 H),14500.0,245.0,-1.66%,0.0,,,
697.0,STX중공업,5310.0,250.0,-4.50%,2500.0,1793.0,4163.0,113.0
698.0,대한화섬,113900.0,300.0,-0.26%,5000.0,1509.0,8368.0,64.0
699.0,계룡건설,16900.0,180.0,-1.05%,5000.0,29497.0,25600.0,1328.0
700.0,컨버즈,4100.0,0.0,0.00%,500.0,288.0,330.0,-48.0
701.0,금강공업,5100.0,50.0,-0.97%,1000.0,7289.0,10948.0,339.0
702.0,삼양통상,49850.0,50.0,-0.10%,5000.0,1788.0,4575.0,164.0
703.0,대영포장,1378.0,9.0,+0.66%,500.0,3026.0,2474.0,119.0
704.0,디와이,5650.0,20.0,+0.36%,500.0,10948.0,8611.0,329.0
705.0,사조동아원,1052.0,5.0,-0.47%,500.0,6316.0,4817.0,153.0
706.0,태영건설,3805.0,65.0,-1.68%,500.0,26051.0,43233.0,915.0
707.0,효성ITX,12740.0,0.0,0.00%,500.0,5113.0,1768.0,223.0
708.0,TIGER 글로벌메타버스액티브,6460.0,160.0,-2.42%,0.0,,,
709.0,신일전자,2065.0,25.0,-1.20%,500.0,2027.0,1529.0,28.0
710.0,KODEX 차이나항셍테크,5660.0,140.0,-2.41%,0.0,,,
711.0,일동홀딩스,12680.0,210.0,-1.63%,1000.0,6755.0,8626.0,-984.0
712.0,SK이노베이션우,116900.0,2900.0,-2.42%,5000.0,,,
713.0,용평리조트,3025.0,80.0,+2.72%,5000.0,1433.0,8683.0,16.0
714.0,세아특수강,16900.0,100.0,-0.59%,5000.0,10744.0,6902.0,288.0
715.0,NH올원리츠,3425.0,5.0,-0.15%,500.0,218.0,6957.0,124.0
716.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,23960.0,0.0,0.00%,0.0,,,
717.0,대창,1569.0,34.0,+2.21%,500.0,14413.0,8402.0,91.0
718.0,동남합성,40800.0,100.0,-0.24%,500.0,1934.0,921.0,135.0
719.0,벽산,2080.0,25.0,-1.19%,500.0,5199.0,6018.0,188.0
720.0,미원화학,64500.0,700.0,-1.07%,1000.0,2352.0,1479.0,190.0
721.0,큐로,612.0,22.0,-3.47%,500.0,1057.0,1927.0,129.0
722.0,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,70415.0,5595.0,+8.63%,0.0,,,
723.0,삼영,4140.0,135.0,+3.37%,500.0,1477.0,1358.0,10.0
724.0,씨티알모빌리티,16300.0,430.0,-2.57%,500.0,4231.0,2974.0,-7.0
725.0,TIGER 코스피,25750.0,185.0,-0.71%,0.0,,,
726.0,TIGER 투자등급회사채액티브,103895.0,140.0,+0.13%,0.0,,,
727.0,수산중공업,2585.0,15.0,-0.58%,500.0,2863.0,2617.0,226.0
728.0,한국수출포장,3480.0,90.0,+2.65%,500.0,3414.0,3455.0,257.0
729.0,종근당바이오,25250.0,150.0,-0.59%,2500.0,1560.0,3126.0,-148.0
730.0,인지컨트롤스,8760.0,60.0,+0.69%,500.0,5700.0,6069.0,171.0
731.0,ARIRANG 국고채30년액티브,97800.0,490.0,+0.50%,0.0,,,
732.0,KODEX 배당가치,11925.0,80.0,-0.67%,0.0,,,
733.0,SOL 미국배당다우존스,9385.0,165.0,-1.73%,0.0,,,
734.0,KODEX 삼성그룹밸류,8865.0,80.0,-0.89%,0.0,,,
735.0,한국석유,10750.0,50.0,+0.47%,500.0,7479.0,3471.0,180.0
736.0,성창기업지주,1951.0,3.0,+0.15%,500.0,2275.0,8203.0,-115.0
737.0,신흥,14290.0,0.0,0.00%,500.0,1182.0,1406.0,105.0
738.0,노루홀딩스,10180.0,210.0,+2.11%,500.0,10379.0,11720.0,300.0
739.0,KODEX 미국달러SOFR금리액티브(합성),10340.0,25.0,-0.24%,0.0,,,
740.0,TIGER 미국MSCI리츠(합성 H),11835.0,150.0,-1.25%,0.0,,,
741.0,TIGER 종합채권(AA-이상)액티브,50470.0,110.0,+0.22%,0.0,,,
742.0,유니켐,1601.0,1.0,-0.06%,500.0,1204.0,4349.0,33.0
743.0,샘표식품,29300.0,100.0,-0.34%,500.0,3712.0,3503.0,111.0
744.0,동양철관,1105.0,13.0,-1.16%,500.0,2662.0,1825.0,77.0
745.0,TIGER 중국소비테마,6950.0,110.0,-1.56%,0.0,,,
746.0,미래산업,28650.0,100.0,+0.35%,500.0,562.0,1344.0,80.0
747.0,한솔홀딩스,3120.0,10.0,+0.32%,1000.0,4672.0,7233.0,191.0
748.0,TIGER 24-04 회사채(A+이상)액티브,50355.0,50.0,+0.10%,0.0,,,
749.0,TIGER 현대차그룹+펀더멘털,23765.0,195.0,-0.81%,0.0,,,
750.0,팜스코,3540.0,45.0,+1.29%,500.0,19015.0,12232.0,188.0
751.0,디와이파워,11760.0,90.0,-0.76%,500.0,4190.0,3275.0,270.0
752.0,유화증권,2290.0,20.0,-0.87%,1000.0,221.0,6893.0,-29.0
753.0,KC코트렐,3740.0,45.0,+1.22%,500.0,4216.0,3235.0,36.0
754.0,TRUE 코스피 양매도 5% OTM ETN,8620.0,0.0,0.00%,0.0,,,
755.0,삼화전자,10660.0,0.0,0.00%,1000.0,483.0,687.0,-43.0
756.0,광전자,2220.0,35.0,+1.60%,500.0,1522.0,2479.0,58.0
757.0,삼원강재,3200.0,0.0,0.00%,500.0,3641.0,2937.0,165.0
758.0,경동도시가스,21700.0,50.0,+0.23%,2500.0,23049.0,10676.0,253.0
759.0,대양금속,3825.0,40.0,-1.03%,500.0,2550.0,4009.0,137.0
760.0,극동유화,3650.0,5.0,+0.14%,500.0,12425.0,3531.0,306.0
761.0,한국공항,40050.0,350.0,-0.87%,5000.0,4005.0,4211.0,26.0
762.0,한컴라이프케어,4540.0,660.0,-12.69%,200.0,1001.0,2080.0,-13.0
763.0,KBSTAR 코스닥150,12725.0,335.0,-2.57%,0.0,,,
764.0,키움 INDXX 미국테크탑10 ETN,12500.0,0.0,0.00%,0.0,,,
765.0,KCTC,4165.0,0.0,0.00%,500.0,9204.0,6301.0,375.0
766.0,미래에셋 코스피 양매도 5% OTM ETN,8320.0,5.0,+0.06%,0.0,,,
767.0,성안,2040.0,70.0,+3.55%,500.0,725.0,1239.0,-15.0
768.0,조선선재,98200.0,800.0,-0.81%,500.0,670.0,1451.0,94.0
769.0,ACE 24-12 회사채(AA-이상)액티브,105550.0,70.0,+0.07%,0.0,,,
770.0,조흥,203000.0,0.0,0.00%,5000.0,3240.0,4338.0,150.0
771.0,대신증권2우B,12160.0,20.0,-0.16%,5000.0,,,
772.0,한국특강,2005.0,15.0,-0.74%,500.0,7959.0,5498.0,307.0
773.0,KTOP K200액티브,10190.0,75.0,-0.73%,0.0,,,
774.0,KODEX 국채선물10년,64915.0,185.0,+0.29%,0.0,,,
775.0,웅진,1509.0,6.0,+0.40%,500.0,10498.0,10944.0,423.0
776.0,대유플러스,995.0,19.0,-1.87%,500.0,5367.0,5432.0,222.0
777.0,두산퓨얼셀1우,8970.0,40.0,-0.44%,100.0,,,
778.0,일성건설,2215.0,30.0,-1.34%,500.0,4626.0,4133.0,27.0
779.0,CJ씨푸드,3330.0,45.0,+1.37%,500.0,1527.0,1434.0,41.0
780.0,ARIRANG KOFR금리,100490.0,10.0,+0.01%,0.0,,,
781.0,TIGER 200선물인버스2X,2890.0,50.0,+1.76%,0.0,,,
782.0,한국무브넥스,3860.0,170.0,+4.61%,1000.0,13714.0,7994.0,370.0
783.0,TIGER 미국채10년선물,12080.0,70.0,+0.58%,0.0,,,
784.0,삼성 레버리지 천연가스 선물 ETN B,1370.0,120.0,-8.05%,0.0,,,
785.0,광명전기,2680.0,5.0,-0.19%,500.0,1382.0,1722.0,46.0
786.0,한진중공업홀딩스,3930.0,25.0,+0.64%,5000.0,14401.0,19960.0,371.0
787.0,KODEX 차이나CSI300,12740.0,100.0,-0.78%,0.0,,,
788.0,KBSTAR 2차전지액티브,12460.0,410.0,-3.19%,0.0,,,
789.0,대원화성,2795.0,215.0,+8.33%,500.0,1468.0,1309.0,-74.0
790.0,삼일제약,7680.0,120.0,-1.54%,500.0,1797.0,3567.0,40.0
791.0,CJ우,50800.0,700.0,-1.36%,5000.0,,,
792.0,미창석유,65800.0,300.0,+0.46%,5000.0,4188.0,3573.0,440.0
793.0,KTis,3280.0,100.0,-2.96%,500.0,5358.0,3962.0,195.0
794.0,미래에셋 인버스 2X 코스닥150 선물 ETN,10375.0,545.0,+5.54%,0.0,,,
795.0,세이브존I&C,2765.0,40.0,+1.47%,1000.0,1194.0,5736.0,92.0
796.0,KODEX 미국나스닥100선물(H),16140.0,150.0,-0.92%,0.0,,,
797.0,인천도시가스,25800.0,0.0,0.00%,5000.0,7285.0,4231.0,81.0
798.0,한국화장품,7010.0,40.0,-0.57%,500.0,660.0,439.0,0.0
799.0,무림페이퍼,2695.0,90.0,+3.45%,2500.0,13991.0,24291.0,963.0
800.0,한양증권,8770.0,20.0,-0.23%,5000.0,11171.0,15029.0,372.0
801.0,지투알,6690.0,30.0,+0.45%,1000.0,5304.0,5448.0,248.0
802.0,금비,110700.0,0.0,0.00%,5000.0,2350.0,3073.0,0.0
803.0,KBSTAR 25-11 회사채(AA-이상)액티브,52870.0,90.0,+0.17%,0.0,,,
804.0,삼익악기,1220.0,9.0,+0.74%,500.0,3257.0,5216.0,116.0
805.0,TIGER 미디어컨텐츠,7515.0,10.0,+0.13%,0.0,,,
806.0,TRUE 레버리지 나스닥 100 ETN,21890.0,465.0,-2.08%,0.0,,,
807.0,다이나믹디자인,6400.0,480.0,-6.98%,500.0,582.0,978.0,-72.0
808.0,KODEX 바이오,8000.0,100.0,-1.23%,0.0,,,
809.0,제일연마,10850.0,10.0,+0.09%,500.0,834.0,1041.0,51.0
810.0,고려산업,4345.0,245.0,+5.98%,1000.0,2784.0,2747.0,44.0
811.0,한국화장품제조,23700.0,1000.0,-4.05%,500.0,1039.0,827.0,43.0
812.0,이지스레지던스리츠,3780.0,25.0,+0.67%,1000.0,664.0,3538.0,654.0
813.0,에이플러스에셋,4720.0,5.0,-0.11%,500.0,2707.0,3453.0,14.0
814.0,KBSTAR 코스닥150선물레버리지,11025.0,640.0,-5.49%,0.0,,,
815.0,화승코퍼레이션,2115.0,0.0,0.00%,500.0,15854.0,11772.0,432.0
816.0,보락,1751.0,58.0,+3.43%,200.0,484.0,609.0,33.0
817.0,동방,2185.0,5.0,+0.23%,1000.0,7585.0,5680.0,276.0
818.0,TIGER 코스닥150,13120.0,400.0,-2.96%,0.0,,,
819.0,KODEX 국고채30년액티브,101310.0,555.0,+0.55%,0.0,,,
820.0,가온전선,16380.0,110.0,-0.67%,5000.0,14165.0,7523.0,285.0
821.0,TRUE 인버스 2X 코스닥 150 선물 ETN,10390.0,565.0,+5.75%,0.0,,,
822.0,TRUE 레버리지 S&P500 선물 ETN(H),20775.0,460.0,-2.17%,0.0,,,
823.0,KODEX 인도Nifty50,10370.0,105.0,-1.00%,0.0,,,
824.0,SG세계물산,511.0,2.0,-0.39%,500.0,1613.0,3038.0,72.0
825.0,히어로즈 단기채권ESG액티브,102285.0,30.0,+0.03%,0.0,,,
826.0,유유제약,5990.0,30.0,-0.50%,1000.0,1389.0,1952.0,-6.0
827.0,크라운제과,8210.0,0.0,0.00%,200.0,4136.0,3302.0,176.0
828.0,플레이그램,806.0,12.0,-1.47%,100.0,1313.0,3036.0,-69.0
829.0,미래에셋글로벌리츠,3515.0,15.0,-0.42%,1000.0,120.0,3721.0,45.0
830.0,현대코퍼레이션홀딩스,11210.0,30.0,+0.27%,5000.0,1643.0,2961.0,143.0
831.0,대구백화점,9370.0,140.0,-1.47%,5000.0,759.0,4703.0,-163.0
832.0,모나리자,2765.0,15.0,-0.54%,500.0,1209.0,978.0,29.0
833.0,엔에이치스팩19호,9850.0,50.0,-0.51%,500.0,0.0,1167.0,-1.0
834.0,팜젠사이언스,6380.0,50.0,-0.78%,500.0,1509.0,3174.0,75.0
835.0,ACE 국고채10년,88415.0,305.0,+0.35%,0.0,,,
836.0,신영와코루,11170.0,10.0,-0.09%,500.0,2014.0,4258.0,66.0
837.0,에이엔피,2470.0,70.0,-2.76%,500.0,1075.0,1068.0,-107.0
838.0,QV KIS CD금리투자 ETN,50180.0,20.0,+0.04%,0.0,,,
839.0,메리츠 KIS CD금리투자 ETN,50160.0,0.0,0.00%,0.0,,,
840.0,화성산업,9870.0,10.0,+0.10%,5000.0,6457.0,7461.0,145.0
841.0,깨끗한나라,2690.0,25.0,-0.92%,1000.0,6065.0,6610.0,38.0
842.0,기신정기,3425.0,35.0,+1.03%,500.0,1313.0,2651.0,96.0
843.0,유니드비티플러스,9420.0,0.0,0.00%,1000.0,292.0,2136.0,14.0
844.0,지엠비코리아,5230.0,250.0,+5.02%,500.0,6105.0,5508.0,111.0
845.0,토니모리,4145.0,145.0,-3.38%,200.0,1267.0,1991.0,-73.0
846.0,신한 S&P500 VIX S/T 선물 ETN D,16615.0,205.0,+1.25%,0.0,,,
847.0,웰바이오텍,1433.0,25.0,-1.71%,500.0,1909.0,602.0,26.0
848.0,인팩,9860.0,70.0,-0.70%,500.0,5122.0,4112.0,208.0
849.0,KODEX 미국달러선물,12120.0,30.0,-0.25%,0.0,,,
850.0,두올,2970.0,40.0,+1.37%,2500.0,5660.0,4622.0,133.0
851.0,삼성공조,12050.0,250.0,+2.12%,500.0,957.0,3087.0,87.0
852.0,대현,2210.0,10.0,-0.45%,500.0,3193.0,2976.0,302.0
853.0,KODEX 미국S&P500선물(H),19570.0,185.0,-0.94%,0.0,,,
854.0,국제약품,4600.0,160.0,+3.60%,1000.0,1266.0,1366.0,53.0
855.0,조광페인트,7560.0,180.0,+2.44%,500.0,2605.0,3861.0,-16.0
856.0,일신석재,1248.0,16.0,+1.30%,500.0,1377.0,1162.0,39.0
857.0,HANARO 200 TOP10,8280.0,85.0,-1.02%,0.0,,,
858.0,HL D&I,2530.0,0.0,0.00%,5000.0,14721.0,16674.0,526.0
859.0,콤텍시스템,791.0,3.0,+0.38%,500.0,7098.0,5584.0,159.0
860.0,신송홀딩스,8030.0,160.0,-1.95%,500.0,2094.0,2424.0,86.0
861.0,휴니드,6680.0,50.0,-0.74%,5000.0,2225.0,3041.0,127.0
862.0,새론오토모티브,4840.0,15.0,+0.31%,500.0,1380.0,2562.0,-31.0
863.0,크라운해태홀딩스,6220.0,30.0,-0.48%,500.0,9791.0,11538.0,384.0
864.0,남광토건,9370.0,30.0,-0.32%,5000.0,4504.0,3459.0,111.0
865.0,사조씨푸드,5340.0,10.0,-0.19%,1000.0,2011.0,3507.0,136.0
866.0,한화솔루션우,35550.0,700.0,-1.93%,5000.0,,,
867.0,진양산업,6990.0,140.0,+2.04%,500.0,837.0,827.0,53.0
868.0,삼호개발,3585.0,15.0,-0.42%,500.0,3075.0,2824.0,45.0
869.0,텔코웨어,9190.0,30.0,-0.33%,500.0,426.0,1321.0,29.0
870.0,대원전선,1234.0,4.0,+0.33%,500.0,5624.0,2460.0,13.0
871.0,KBSTAR 비메모리반도체액티브,8775.0,120.0,+1.39%,0.0,,,
872.0,신한 레버리지 은 선물 ETN(H),8870.0,250.0,+2.90%,0.0,,,
873.0,KC그린홀딩스,3950.0,85.0,-2.11%,500.0,7112.0,7929.0,136.0
874.0,한신공영,7640.0,70.0,-0.91%,5000.0,12216.0,23494.0,394.0
875.0,DRB동일,4425.0,5.0,+0.11%,500.0,6618.0,9452.0,121.0
876.0,SH에너지화학,792.0,1.0,+0.13%,500.0,1674.0,1242.0,8.0
877.0,명문제약,2585.0,15.0,+0.58%,500.0,1521.0,2304.0,64.0
878.0,케이비아이동국실업,875.0,13.0,+1.51%,500.0,6142.0,5536.0,-10.0
879.0,마스턴프리미어리츠,3290.0,10.0,-0.30%,1000.0,34.0,1808.0,4.0
880.0,씨아이테크,1880.0,15.0,-0.79%,500.0,567.0,947.0,6.0
881.0,다스코,4495.0,115.0,+2.63%,500.0,3785.0,3461.0,115.0
882.0,한일철강,3250.0,70.0,+2.20%,500.0,2552.0,3392.0,40.0
883.0,동일고무벨트,6240.0,40.0,-0.64%,500.0,3904.0,3812.0,81.0
884.0,대동전자,8250.0,110.0,+1.35%,500.0,436.0,2110.0,22.0
885.0,TIGER 국고채30년스트립액티브,48355.0,370.0,+0.77%,0.0,,,
886.0,TIGER 미국다우존스30,22335.0,165.0,-0.73%,0.0,,,
887.0,TIGER KRX바이오K-뉴딜,5855.0,10.0,+0.17%,0.0,,,
888.0,동방아그로,6300.0,10.0,+0.16%,500.0,1467.0,2165.0,93.0
889.0,신한 인버스 2X WTI원유 선물 ETN(H),135.0,15.0,+12.50%,0.0,,,
890.0,마니커,1345.0,20.0,-1.47%,500.0,3206.0,1746.0,-70.0
891.0,ACE 미국30년국채액티브(H),9925.0,90.0,+0.92%,0.0,,,
892.0,대호에이엘,1527.0,65.0,+4.45%,500.0,1740.0,1570.0,93.0
893.0,KBSTAR Fn5G테크,8000.0,50.0,+0.63%,0.0,,,
894.0,한솔홈데코,1048.0,13.0,-1.23%,1000.0,2834.0,3195.0,27.0
895.0,KH 필룩스,442.0,0.0,0.00%,500.0,1643.0,12460.0,-214.0
896.0,KODEX 은선물(H),4955.0,75.0,+1.54%,0.0,,,
897.0,삼성 레버리지 천연가스 선물 ETN C,16800.0,1685.0,-9.12%,0.0,,,
898.0,서원,1764.0,3.0,+0.17%,500.0,2757.0,2662.0,2.0
899.0,SK우,147800.0,100.0,-0.07%,200.0,,,
900.0,보해양조,600.0,0.0,0.00%,500.0,909.0,1474.0,1.0
901.0,조비,16050.0,310.0,+1.97%,5000.0,1486.0,1300.0,119.0
902.0,화천기공,37850.0,150.0,-0.39%,5000.0,2441.0,4740.0,82.0
903.0,아모레G우,12900.0,500.0,-3.73%,500.0,,,
904.0,DSR,5190.0,0.0,0.00%,500.0,3675.0,3647.0,358.0
905.0,코스맥스비티아이,8640.0,50.0,-0.58%,500.0,6174.0,9361.0,34.0
906.0,이건산업,7500.0,10.0,+0.13%,5000.0,3293.0,4428.0,193.0
907.0,솔루스첨단소재1우,9690.0,60.0,-0.62%,100.0,,,
908.0,한창제지,1370.0,28.0,+2.09%,500.0,2149.0,2831.0,13.0
909.0,신한 레버리지 코스닥 150 선물 ETN,32635.0,1020.0,-3.03%,0.0,,,
910.0,혜인,6410.0,200.0,+3.22%,500.0,1780.0,2405.0,27.0
911.0,KODEX 미국메타버스나스닥액티브,6885.0,125.0,-1.78%,0.0,,,
912.0,NH프라임리츠,4325.0,50.0,+1.17%,500.0,76.0,998.0,73.0
913.0,상상인증권,744.0,1.0,-0.13%,1000.0,511.0,5981.0,-8.0
914.0,에쓰씨엔지니어링,2575.0,75.0,-2.83%,500.0,1372.0,1065.0,78.0
915.0,KBSTAR 단기국공채액티브,105155.0,55.0,+0.05%,0.0,,,
916.0,대우부품,1679.0,52.0,-3.00%,500.0,1005.0,912.0,-58.0
917.0,세하,1389.0,164.0,+13.39%,1000.0,2273.0,2010.0,35.0
918.0,서울식품,213.0,0.0,0.00%,100.0,643.0,709.0,13.0
919.0,한솔로지스틱스,2905.0,5.0,-0.17%,500.0,10154.0,2745.0,363.0
920.0,하이스틸,3950.0,35.0,-0.88%,500.0,3164.0,2925.0,169.0
921.0,써니전자,2260.0,15.0,+0.67%,500.0,174.0,765.0,17.0
922.0,영보화학,3935.0,255.0,+6.93%,500.0,830.0,1804.0,50.0
923.0,천일고속,55000.0,400.0,+0.73%,5000.0,377.0,548.0,-74.0
924.0,삼화왕관,36300.0,650.0,-1.76%,5000.0,1544.0,2228.0,36.0
925.0,ACE G2전기차&자율주행액티브,8495.0,10.0,-0.12%,0.0,,,
926.0,화승알앤에이,4090.0,35.0,-0.85%,500.0,6579.0,4226.0,155.0
927.0,TIGER 200선물레버리지,12010.0,230.0,-1.88%,0.0,,,
928.0,영흥,755.0,15.0,+2.03%,500.0,5274.0,5357.0,42.0
929.0,우성,24750.0,50.0,-0.20%,5000.0,6123.0,4020.0,-6.0
930.0,남성,2105.0,25.0,+1.20%,500.0,981.0,2712.0,25.0
931.0,TIGER 소프트웨어,9110.0,5.0,-0.05%,0.0,,,
932.0,유성기업,2915.0,15.0,-0.51%,500.0,2968.0,4270.0,67.0
933.0,KODEX 미국달러선물인버스2X,6570.0,35.0,+0.54%,0.0,,,
934.0,DSR제강,5240.0,70.0,-1.32%,500.0,2617.0,2594.0,264.0
935.0,대유에이텍,650.0,8.0,+1.25%,500.0,14040.0,13752.0,-320.0
936.0,ARIRANG 신흥국MSCI(합성 H),8885.0,30.0,-0.34%,0.0,,,
937.0,부산산업,71300.0,500.0,-0.70%,5000.0,1526.0,1347.0,53.0
938.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),75290.0,5140.0,+7.33%,0.0,,,
939.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),75145.0,5145.0,+7.35%,0.0,,,
940.0,KBSTAR 미국단기투자등급회사채액티브,10330.0,0.0,0.00%,0.0,,,
941.0,태양금속,2040.0,90.0,-4.23%,500.0,5695.0,4910.0,159.0
942.0,태평양물산,1539.0,1.0,-0.06%,500.0,10846.0,7212.0,684.0
943.0,KODEX 미국반도체MV,11330.0,150.0,-1.31%,0.0,,,
944.0,KODEX 미국종합채권SRI액티브(H),97885.0,505.0,+0.52%,0.0,,,
945.0,시디즈,37100.0,100.0,+0.27%,500.0,2433.0,851.0,0.0
946.0,호전실업,7610.0,40.0,-0.52%,500.0,4800.0,3161.0,406.0
947.0,한국종합기술,6750.0,100.0,+1.50%,500.0,2837.0,3327.0,54.0
948.0,엔케이,923.0,6.0,+0.65%,500.0,767.0,1857.0,9.0
949.0,세원정공,7380.0,40.0,-0.54%,500.0,1152.0,6288.0,-109.0
950.0,사조오양,7830.0,40.0,+0.51%,5000.0,3691.0,3432.0,102.0
951.0,오리엔트바이오,618.0,1.0,+0.16%,500.0,263.0,1050.0,-38.0
952.0,TIGER 미국S&P500TR(H),10170.0,80.0,-0.78%,0.0,,,
953.0,한세엠케이,2430.0,90.0,-3.57%,500.0,2715.0,2248.0,-211.0
954.0,비상교육,5620.0,0.0,0.00%,500.0,2530.0,3092.0,35.0
955.0,까뮤이앤씨,1617.0,37.0,-2.24%,500.0,1951.0,1955.0,-159.0
956.0,티에이치엔,4045.0,100.0,+2.53%,500.0,4697.0,3714.0,11.0
957.0,부국철강,3630.0,40.0,+1.11%,500.0,2097.0,1536.0,59.0
958.0,평화산업,1321.0,10.0,-0.75%,500.0,5199.0,2366.0,57.0
959.0,범양건영,2920.0,20.0,+0.69%,1000.0,1198.0,2206.0,-123.0
960.0,인터지스,2435.0,0.0,0.00%,500.0,7200.0,4332.0,354.0
961.0,한익스프레스,6030.0,20.0,-0.33%,500.0,8581.0,4079.0,199.0
962.0,문배철강,3520.0,45.0,+1.29%,500.0,1922.0,2069.0,30.0
963.0,ACE 미국WideMoat가치주,20010.0,260.0,-1.28%,0.0,,,
964.0,신세계건설,18000.0,180.0,+1.01%,5000.0,14324.0,10356.0,-120.0
965.0,두산2우B,80400.0,200.0,-0.25%,5000.0,,,
966.0,미래에셋맵스리츠,3545.0,5.0,-0.14%,1000.0,60.0,2903.0,31.0
967.0,쌍방울,270.0,0.0,0.00%,500.0,1033.0,1677.0,6.0
968.0,TIGER 국채3년,107275.0,295.0,+0.28%,0.0,,,
969.0,덕성,4485.0,105.0,-2.29%,500.0,1333.0,1252.0,52.0
970.0,SK케미칼우,33150.0,750.0,-2.21%,5000.0,,,
971.0,TRUE S&P500 선물 ETN,14025.0,155.0,-1.09%,0.0,,,
972.0,대신 S&P 인버스 2X 천연가스 선물 ETN,69995.0,4490.0,+6.85%,0.0,,,
973.0,우진플라임,3490.0,35.0,+1.01%,500.0,2546.0,2852.0,226.0
974.0,KBSTAR 중국본토대형주CSI100,18330.0,200.0,-1.08%,0.0,,,
975.0,ACE KRX금현물,12415.0,140.0,+1.14%,0.0,,,
976.0,티웨이홀딩스,627.0,8.0,-1.26%,500.0,115.0,2107.0,-19.0
977.0,KODEX 한국대만IT프리미어,17575.0,100.0,-0.57%,0.0,,,
978.0,TIGER 경기방어,8700.0,80.0,-0.91%,0.0,,,
979.0,CS홀딩스,59100.0,500.0,+0.85%,5000.0,1753.0,3641.0,156.0
980.0,핸즈코퍼레이션,3120.0,60.0,+1.96%,500.0,7783.0,8626.0,-667.0
981.0,인디에프,954.0,0.0,0.00%,500.0,1353.0,1197.0,-130.0
982.0,상신브레이크,3135.0,0.0,0.00%,500.0,4890.0,5436.0,141.0
983.0,신풍제약우,30550.0,100.0,-0.33%,500.0,,,
984.0,TIGER 인도니프티50,10160.0,80.0,-0.78%,0.0,,,
985.0,TRUE 나스닥 100 ETN,13310.0,115.0,-0.86%,0.0,,,
986.0,KODEX WTI원유선물(H),13045.0,700.0,-5.09%,0.0,,,
987.0,TIGER 차이나CSI300레버리지(합성),21510.0,110.0,-0.51%,0.0,,,
988.0,인바이오젠,467.0,0.0,0.00%,500.0,114.0,1418.0,-60.0
989.0,코오롱인더우,23750.0,200.0,-0.84%,5000.0,,,
